,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,ride_date
11978,24 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,4752,2,1998,Female,29,2017-10-15
11979,28 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),355,23rd St at Tennessee St,685,2,1986,Male,26,2025-09-30
11980,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,1281,3,1969,Female,27,2019-09-26
11981,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,2832,2,1969,Female,29,2017-10-25
11982,15 minutes,3,Powell St BART Station (Market St at 4th St),88,11th St at Bryant St,1830,2,1969,Male,26,2019-04-05
11983,49 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5392,3,1971,Male,27,2018-11-29
11984,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),5,Powell St BART Station (Market St at 5th St),4967,1,1979,Male,29,2017-08-09
11985,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4938,2,1999,Female,26,2019-10-30
11986,1 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),5227,3,1994,Male,27,2019-02-12
11987,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),24,Spear St at Folsom St,2262,2,1966,Female,29,2025-09-30
11988,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),24,Spear St at Folsom St,2360,2,1966,Female,26,2019-04-29
11989,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,1164,3,1982,Male,27,2019-11-10
11990,37 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),355,23rd St at Tennessee St,5288,3,1995,Female,29,2019-06-25
11991,8 minutes,16,Steuart St at Market St,26,1st St at Folsom St,266,2,1969,Male,26,2025-09-30
11992,10 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),1830,1,1996,Male,27,2025-09-30
11993,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,623,3,1988,Female,29,2020-01-29
11994,15 minutes,5,Powell St BART Station (Market St at 5th St),70,Central Ave at Fell St,4637,3,1985,Female,26,2019-11-15
11995,13 minutes,5,Powell St BART Station (Market St at 5th St),77,11th St at Natoma St,1073,2,1968,Male,27,2017-07-27
11996,12 minutes,5,Powell St BART Station (Market St at 5th St),365,Turk St at Fillmore St,4369,2,1987,Other,29,2019-10-01
11997,9 minutes,5,Powell St BART Station (Market St at 5th St),77,11th St at Natoma St,3432,3,1969,Female,26,2020-01-19
11998,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1667,1,1996,Male,27,2018-10-24
11999,10 minutes,16,Steuart St at Market St,26,1st St at Folsom St,5368,2,1974,Female,29,2017-12-25
12000,4 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,985,3,1979,Male,26,2025-09-30
12001,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,3035,3,1987,Female,27,2019-01-29
12002,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,2560,2,1981,Male,29,2017-03-26
12003,37 minutes,5,Powell St BART Station (Market St at 5th St),14,Clay St at Battery St,2926,1,1997,Male,26,2018-01-27
12004,21 minutes,16,Steuart St at Market St,139,Garfield Square (25th St at Harrison St),5265,2,1985,Male,27,2017-06-09
12005,12 minutes,81,Berry St at 4th St,59,S Van Ness Ave at Market St,5410,2,1990,Male,29,2018-12-27
12006,6 minutes,3,Powell St BART Station (Market St at 4th St),321,5th St at Folsom,2677,2,1984,Male,26,2019-08-02
12007,19 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4999,1,1981,Female,27,2019-10-01
12008,10 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5534,2,1989,Male,29,2017-03-02
12009,52 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,5028,2,1977,Male,26,2017-10-15
12010,50 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),6,The Embarcadero at Sansome St,2520,3,1977,Male,27,2025-09-30
12011,10 minutes,81,Berry St at 4th St,62,Victoria Manalo Draves Park,5304,2,1990,Male,29,2019-09-26
12012,10 minutes,81,Berry St at 4th St,62,Victoria Manalo Draves Park,2731,2,1992,Female,26,2017-10-25
12013,49 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),6,The Embarcadero at Sansome St,5325,3,1977,Male,27,2019-04-05
12014,54 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),6,The Embarcadero at Sansome St,5262,3,1995,Female,29,2018-11-29
12015,19 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,495,3,1995,Male,26,2017-08-09
12016,21 minutes,21,Montgomery St BART Station (Market St at 2nd St),355,23rd St at Tennessee St,2684,3,1994,Male,27,2019-10-30
12017,5 minutes,3,Powell St BART Station (Market St at 4th St),26,1st St at Folsom St,4733,3,1988,Female,29,2019-02-12
12018,29 minutes,5,Powell St BART Station (Market St at 5th St),285,Webster St at O'Farrell St,5349,2,1980,Male,26,2025-09-30
12019,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),2084,3,2000,Female,27,2019-04-29
12020,32 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,851,2,1976,Male,29,2019-11-10
12021,32 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,3439,3,1976,Male,26,2019-06-25
12022,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),24,Spear St at Folsom St,3336,1,1962,Male,27,2025-09-30
12023,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,425,2,1992,Male,29,2025-09-30
12024,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),109,17th St at Valencia St,4356,2,1986,Male,26,2020-01-29
12025,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,1639,1,1994,Male,27,2019-11-15
12026,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),371,Lombard St at Columbus Ave,2152,1,1986,Male,29,2017-07-27
12027,7 minutes,16,Steuart St at Market St,37,2nd St at Folsom St,4810,2,1988,Male,26,2019-10-01
12028,67 minutes,5,Powell St BART Station (Market St at 5th St),285,Webster St at O'Farrell St,1672,2,1993,Male,27,2020-01-19
12029,66 minutes,5,Powell St BART Station (Market St at 5th St),285,Webster St at O'Farrell St,377,2,1993,Male,29,2018-10-24
12030,5 minutes,3,Powell St BART Station (Market St at 4th St),25,Howard St at 2nd St,5060,1,1992,Male,26,2017-12-25
12031,2 minutes,5,Powell St BART Station (Market St at 5th St),3,Powell St BART Station (Market St at 4th St),799,3,1982,Male,27,2025-09-30
12032,13 minutes,5,Powell St BART Station (Market St at 5th St),55,Webster St at Grove St,5561,3,1986,Male,29,2019-01-29
12033,13 minutes,5,Powell St BART Station (Market St at 5th St),55,Webster St at Grove St,2863,2,1986,Male,26,2017-03-26
12034,15 minutes,5,Powell St BART Station (Market St at 5th St),86,Market St at Dolores St,5374,2,1989,Female,27,2018-01-27
12035,15 minutes,5,Powell St BART Station (Market St at 5th St),86,Market St at Dolores St,4928,2,1989,Female,29,2017-06-09
12036,13 minutes,81,Berry St at 4th St,26,1st St at Folsom St,5341,1,1974,Male,26,2018-12-27
12037,10 minutes,16,Steuart St at Market St,41,Golden Gate Ave at Polk St,4442,2,1964,Male,27,2019-08-02
12038,7 minutes,5,Powell St BART Station (Market St at 5th St),79,7th St at Brannan St,1650,2,1993,Male,29,2019-10-01
12039,29 minutes,16,Steuart St at Market St,55,Webster St at Grove St,4996,2,1990,Male,26,2017-03-02
12040,7 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4877,1,1993,Male,27,2017-10-15
12041,15 minutes,22,Howard St at Beale St,100,Bryant St at 15th St,5539,1,1978,Male,29,2025-09-30
12042,9 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,59,1,1990,Male,26,2019-09-26
12043,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),59,S Van Ness Ave at Market St,5168,1,1985,Male,27,2017-10-25
12044,16 minutes,5,Powell St BART Station (Market St at 5th St),16,Steuart St at Market St,1194,3,1982,Female,29,2019-04-05
12045,16 minutes,5,Powell St BART Station (Market St at 5th St),16,Steuart St at Market St,266,1,1982,Female,26,2018-11-29
12046,16 minutes,5,Powell St BART Station (Market St at 5th St),16,Steuart St at Market St,985,2,1982,Female,27,2017-08-09
12047,17 minutes,5,Powell St BART Station (Market St at 5th St),139,Garfield Square (25th St at Harrison St),5327,3,1964,Male,29,2019-10-30
12048,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),28,The Embarcadero at Bryant St,4809,2,1982,Male,26,2019-02-12
12049,3 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),4835,1,1979,Male,27,2025-09-30
12050,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,3168,3,1998,Male,29,2019-04-29
12051,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),5374,2,1986,Female,26,2019-11-10
12052,7 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),2678,2,1986,Male,27,2019-06-25
12053,59 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4712,3,1981,Female,29,2025-09-30
12054,6 minutes,5,Powell St BART Station (Market St at 5th St),41,Golden Gate Ave at Polk St,3727,1,1983,Male,26,2025-09-30
12055,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,1718,1,1994,Male,27,2020-01-29
12056,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,1755,2,1994,Male,29,2019-11-15
12057,14 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4633,2,1985,Female,26,2017-07-27
12058,10 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5410,2,1987,Other,27,2019-10-01
12059,10 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5304,2,1986,Male,29,2020-01-19
12060,12 minutes,5,Powell St BART Station (Market St at 5th St),350,8th St at Brannan St,5279,2,1986,Female,26,2018-10-24
12061,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),11,Davis St at Jackson St,1390,3,1988,Male,27,2017-12-25
12062,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),11,Davis St at Jackson St,3678,1,1988,Female,29,2025-09-30
12063,7 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,3165,2,1973,Male,26,2019-01-29
12064,30 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),109,17th St at Valencia St,4635,1,1988,Female,27,2017-03-26
12065,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),355,23rd St at Tennessee St,3705,3,1984,Female,29,2018-01-27
12066,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),110,17th & Folsom Street Park (17th St at Folsom St),5405,2,1990,Female,26,2017-06-09
12067,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5323,1,1983,Male,27,2018-12-27
12068,23 minutes,16,Steuart St at Market St,139,Garfield Square (25th St at Harrison St),4959,3,1988,Male,29,2019-08-02
12069,12 minutes,81,Berry St at 4th St,19,Post St at Kearny St,4987,2,1983,Male,26,2019-10-01
12070,12 minutes,16,Steuart St at Market St,42,San Francisco City Hall (Polk St at Grove St),5577,2,2000,Female,27,2017-03-02
12071,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),4809,2,1982,Male,29,2017-10-15
12072,16 minutes,3,Powell St BART Station (Market St at 4th St),368,Myrtle St at Polk St,5012,3,1996,Male,26,2025-09-30
12073,16 minutes,3,Powell St BART Station (Market St at 4th St),76,McCoppin St at Valencia St,5204,2,1986,Male,27,2019-09-26
12074,6 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,4834,2,1980,Male,29,2017-10-25
12075,5 minutes,81,Berry St at 4th St,28,The Embarcadero at Bryant St,5065,3,1992,Male,26,2019-04-05
12076,5 minutes,5,Powell St BART Station (Market St at 5th St),16,Steuart St at Market St,5577,3,1969,Male,27,2018-11-29
12077,3 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4740,3,1984,Male,29,2017-08-09
12078,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),11,Davis St at Jackson St,4615,1,1985,Female,26,2019-10-30
12079,27 minutes,21,Montgomery St BART Station (Market St at 2nd St),358,Williams Ave at 3rd St,5401,2,1996,Female,27,2019-02-12
12080,4 minutes,81,Berry St at 4th St,50,2nd St at Townsend St,1535,1,1963,Male,29,2025-09-30
12081,27 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),74,Laguna St at Hayes St,5055,3,1992,Female,26,2019-04-29
12082,10 minutes,5,Powell St BART Station (Market St at 5th St),16,Steuart St at Market St,4633,2,1985,Female,27,2019-11-10
12083,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,5164,1,1971,Male,29,2019-06-25
12084,10 minutes,3,Powell St BART Station (Market St at 4th St),75,Market St at Franklin St,5150,2,1982,Male,26,2025-09-30
12085,10 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),5577,3,1984,Male,27,2025-09-30
12086,14 minutes,22,Howard St at Beale St,324,Union Square (Powell St at Post St),5141,3,1997,Female,29,2020-01-29
12087,12 minutes,22,Howard St at Beale St,324,Union Square (Powell St at Post St),310,3,1996,Female,26,2019-11-15
12088,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),6147,3,1992,Male,27,2017-07-27
12089,42 minutes,81,Berry St at 4th St,53,Grove St at Divisadero,5497,3,1982,Female,29,2019-10-01
12090,6 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,4574,1,1996,Male,26,2020-01-19
12091,19 minutes,16,Steuart St at Market St,4,Cyril Magnin St at Ellis St,4614,3,1989,Male,27,2018-10-24
12092,7 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,5577,3,1974,Male,29,2017-12-25
12093,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),122,19th St at Mission St,5441,2,1985,Male,26,2025-09-30
12094,12 minutes,5,Powell St BART Station (Market St at 5th St),72,Page St at Scott St,5273,2,1989,Male,27,2019-01-29
12095,24 minutes,16,Steuart St at Market St,53,Grove St at Divisadero,4752,2,1978,Male,29,2017-03-26
12096,5 minutes,81,Berry St at 4th St,104,4th St at 16th St,4383,1,1985,Female,26,2018-01-27
12097,8 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),2950,3,1993,Male,27,2017-06-09
12098,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),75,Market St at Franklin St,4821,3,1991,Male,29,2018-12-27
12099,30 minutes,5,Powell St BART Station (Market St at 5th St),15,San Francisco Ferry Building (Harry Bridges Plaza),3034,3,1994,Male,26,2019-08-02
12100,28 minutes,5,Powell St BART Station (Market St at 5th St),15,San Francisco Ferry Building (Harry Bridges Plaza),2360,2,1993,Male,27,2019-10-01
12101,6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5310,2,1986,Female,29,2017-03-02
12102,6 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,1751,1,1979,Male,26,2017-10-15
12103,17 minutes,16,Steuart St at Market St,104,4th St at 16th St,2120,3,1963,Male,27,2025-09-30
12104,8 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),4986,1,1977,Female,29,2019-09-26
12105,9 minutes,3,Powell St BART Station (Market St at 4th St),86,Market St at Dolores St,5133,2,1976,Other,26,2017-10-25
12106,55 minutes,5,Powell St BART Station (Market St at 5th St),377,Fell St at Stanyan St,5319,3,1996,Female,27,2019-04-05
12107,12 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5337,2,1982,Male,29,2018-11-29
12108,12 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5528,2,1982,Male,26,2017-08-09
12109,8 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),5577,2,1974,Male,27,2019-10-30
12110,2 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),5324,1,1986,Female,29,2019-02-12
12111,8 minutes,81,Berry St at 4th St,4,Cyril Magnin St at Ellis St,4414,2,1973,Male,26,2025-09-30
12112,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),41,Golden Gate Ave at Polk St,5301,1,1981,Male,27,2019-04-29
12113,10 minutes,5,Powell St BART Station (Market St at 5th St),88,11th St at Bryant St,5217,2,1988,Male,29,2019-11-10
12114,25 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,766,2,1984,Male,26,2019-06-25
12115,38 minutes,5,Powell St BART Station (Market St at 5th St),377,Fell St at Stanyan St,5240,1,1996,Female,27,2025-09-30
12116,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,2774,1,1987,Other,29,2025-09-30
12117,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,5369,3,1985,Other,26,2020-01-29
12118,24 minutes,22,Howard St at Beale St,22,Howard St at Beale St,4945,1,1970,Male,27,2019-11-15
12119,39 minutes,81,Berry St at 4th St,92,Mission Bay Kids Park,5274,3,1988,Male,29,2017-07-27
12120,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),223,16th St Mission BART Station 2,4637,3,1978,Male,26,2019-10-01
12121,19 minutes,5,Powell St BART Station (Market St at 5th St),144,Precita Park,4390,3,1991,Female,27,2020-01-19
12122,7 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,5480,2,1987,Male,29,2018-10-24
12123,36 minutes,22,Howard St at Beale St,359,Williams Ave at Apollo St,5011,2,1987,Female,26,2017-12-25
12124,36 minutes,22,Howard St at Beale St,359,Williams Ave at Apollo St,5320,2,1981,Male,27,2025-09-30
12125,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,5535,1,1969,Male,29,2019-01-29
12126,11 minutes,3,Powell St BART Station (Market St at 4th St),114,Rhode Island St at 17th St,4656,2,1977,Female,26,2017-03-26
12127,12 minutes,3,Powell St BART Station (Market St at 4th St),114,Rhode Island St at 17th St,4977,2,1973,Male,27,2018-01-27
12128,5 minutes,3,Powell St BART Station (Market St at 4th St),370,Jones St at Post St,5481,3,1989,Female,29,2017-06-09
12129,11 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),4554,2,1996,Male,26,2018-12-27
12130,28 minutes,5,Powell St BART Station (Market St at 5th St),42,San Francisco City Hall (Polk St at Grove St),4809,2,1981,Male,27,2019-08-02
12131,3 minutes,81,Berry St at 4th St,91,Berry St at King St,5497,3,1990,Female,29,2019-10-01
12132,4 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4978,2,1994,Female,26,2017-03-02
12133,24 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),120,Mission Dolores Park,5506,3,1992,Female,27,2017-10-15
12134,2 minutes,81,Berry St at 4th St,50,2nd St at Townsend St,5112,2,1991,Male,29,2025-09-30
12135,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5497,1,1988,Male,26,2019-09-26
12136,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,1428,1,1985,Male,27,2017-10-25
12137,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),63,Bryant St at 6th St,4760,1,1964,Male,29,2019-04-05
12138,24 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),1506,3,1992,Female,26,2018-11-29
12139,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),369,Hyde St at Post St,1685,3,1987,Male,27,2017-08-09
12140,22 minutes,5,Powell St BART Station (Market St at 5th St),377,Fell St at Stanyan St,4942,2,1964,Male,29,2019-10-30
12141,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5497,1,1989,Male,26,2019-02-12
12142,9 minutes,81,Berry St at 4th St,349,Howard St at Mary St,1756,2,1957,Male,27,2025-09-30
12143,11 minutes,16,Steuart St at Market St,66,3rd St at Townsend St,6147,1,1980,Male,29,2019-04-29
12144,2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),11,Davis St at Jackson St,5526,3,1965,Male,26,2019-11-10
12145,2 minutes,5,Powell St BART Station (Market St at 5th St),321,5th St at Folsom,5374,1,1991,Male,27,2019-06-25
12146,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,3687,2,1989,Male,29,2025-09-30
12147,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,59,2,1986,Female,26,2025-09-30
12148,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),126,Esprit Park,27,2,1984,Male,27,2020-01-29
12149,18 minutes,81,Berry St at 4th St,119,18th St at Noe St,2753,3,1986,Female,29,2019-11-15
12150,10 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,5564,2,1991,Male,26,2017-07-27
12151,9 minutes,81,Berry St at 4th St,114,Rhode Island St at 17th St,5424,2,1989,Female,27,2019-10-01
12152,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),133,Valencia St at 22nd St,4715,2,1980,Male,29,2020-01-19
12153,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),133,Valencia St at 22nd St,5371,2,1979,Female,26,2018-10-24
12154,7 minutes,5,Powell St BART Station (Market St at 5th St),365,Turk St at Fillmore St,5245,1,1986,Male,27,2017-12-25
12155,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,465,3,1995,Male,29,2025-09-30
12156,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5246,3,1965,Male,26,2019-01-29
12157,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),495,2,1985,Male,27,2017-03-26
12158,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),3,Powell St BART Station (Market St at 4th St),5567,2,1986,Male,29,2018-01-27
12159,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),19,Post St at Kearny St,5243,3,1986,Male,26,2017-06-09
12160,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),71,Broderick St at Oak St,4715,2,1984,Female,27,2018-12-27
12161,10 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),987,1,1962,Male,29,2019-08-02
12162,10 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,1073,2,1954,Male,26,2019-10-01
12163,9 minutes,81,Berry St at 4th St,77,11th St at Natoma St,5348,2,1984,Male,27,2017-03-02
12164,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),96,Dolores St at 15th St,4812,1,1986,Male,29,2017-10-15
12165,3 minutes,81,Berry St at 4th St,104,4th St at 16th St,4969,3,1982,Male,26,2025-09-30
12166,10 minutes,5,Powell St BART Station (Market St at 5th St),85,Church St at Duboce Ave,4980,1,1986,Female,27,2019-09-26
12167,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,491,1,1977,Female,29,2017-10-25
12168,4 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),333,3,1968,Male,26,2019-04-05
12169,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),343,Bryant St at 2nd St,2127,2,1992,Male,27,2018-11-29
12170,4 minutes,16,Steuart St at Market St,22,Howard St at Beale St,5364,2,1990,Female,29,2017-08-09
12171,9 minutes,5,Powell St BART Station (Market St at 5th St),115,Jackson Playground,4946,2,1974,Male,26,2019-10-30
12172,8 minutes,81,Berry St at 4th St,126,Esprit Park,5416,2,1970,Female,27,2019-02-12
12173,8 minutes,81,Berry St at 4th St,126,Esprit Park,4641,3,1967,Male,29,2025-09-30
12174,5 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),282,3,1977,Male,26,2019-04-29
12175,6 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),5424,1,1990,Other,27,2019-11-10
12176,5 minutes,3,Powell St BART Station (Market St at 4th St),343,Bryant St at 2nd St,3442,2,1981,Male,29,2019-06-25
12177,19 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,4988,2,1985,Male,26,2025-09-30
12178,7 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5193,2,1964,Male,27,2025-09-30
12179,8 minutes,81,Berry St at 4th St,126,Esprit Park,4852,2,1987,Male,29,2020-01-29
12180,10 minutes,3,Powell St BART Station (Market St at 4th St),356,Valencia St at Clinton Park,5331,1,1994,Male,26,2019-11-15
12181,15 minutes,5,Powell St BART Station (Market St at 5th St),141,Valencia St at Cesar Chavez St,5262,1,1989,Male,27,2017-07-27
12182,16 minutes,16,Steuart St at Market St,85,Church St at Duboce Ave,2571,2,1979,Male,29,2019-10-01
12183,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5246,3,1995,Male,26,2020-01-19
12184,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),127,Valencia St at 21st St,4561,2,1990,Male,27,2018-10-24
12185,10 minutes,5,Powell St BART Station (Market St at 5th St),112,Harrison St at 17th St,4318,2,1985,Male,29,2017-12-25
12186,7 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,3619,2,1994,Male,26,2025-09-30
12187,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5570,1,1979,Male,27,2019-01-29
12188,6 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5193,2,1980,Male,29,2017-03-26
12189,6 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,1902,3,1993,Male,26,2018-01-27
12190,9 minutes,3,Powell St BART Station (Market St at 4th St),28,The Embarcadero at Bryant St,5358,1,1995,Male,27,2017-06-09
12191,9 minutes,3,Powell St BART Station (Market St at 4th St),28,The Embarcadero at Bryant St,5348,1,1995,Female,29,2018-12-27
12192,19 minutes,3,Powell St BART Station (Market St at 4th St),4,Cyril Magnin St at Ellis St,4733,2,1997,Male,26,2019-08-02
12193,67 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),282,2,1996,Male,27,2019-10-01
12194,67 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),3442,1,1996,Male,29,2017-03-02
